Date,"Volume, items",Open,High,Low,Close
2020-01-21,2932730,482.55,486.85,479.0,486.15
2020-01-22,11724320,486.25,488.55,476.05,478.15
2020-01-23,4185540,475.0,479.7,470.6,473.1
2020-01-24,3300950,475.05,478.4,473.5,474.0
2020-01-27,5684600,469.05,473.8,465.8,468.3
2020-01-28,5883840,472.1,477.7,468.2,477.7
2020-01-29,6309330,480.5,482.0,475.6,481.7
2020-01-30,14599820,480.95,483.3,477.8,481.2
2020-01-31,8601590,485.0,486.0,478.75,480.5
2020-02-03,4692830,478.7,481.45,476.6,479.95
2020-02-04,8782880,481.0,483.0,478.35,480.0
2020-02-05,5659990,481.0,481.5,474.4,477.0
2020-02-06,4759310,478.5,480.5,471.0,475.6
2020-02-07,16679550,475.5,476.75,450.55,463.6
2020-02-10,8918200,463.6,463.85,447.8,450.0
2020-02-11,7847480,454.85,456.7,448.25,454.3
2020-02-12,7411680,456.7,465.8,455.5,465.8
2020-02-13,5200420,463.2,465.5,458.55,463.0
2020-02-14,4928520,463.0,464.4,456.25,460.5
2020-02-17,2862290,461.0,464.7,459.7,464.7
2020-02-18,12455090,462.7,466.0,440.7,452.2
2020-02-19,10662570,455.25,469.0,455.25,465.65
2020-02-20,9033880,468.0,476.95,465.6,470.4
2020-02-21,6005410,468.1,469.0,461.65,461.75
2020-02-25,7406410,455.05,458.75,442.7,443.85
2020-02-26,9702670,441.75,444.6,431.5,443.7
2020-02-27,9695140,437.0,440.0,420.95,422.05
2020-02-28,18913810,416.0,417.0,398.15,403.4
2020-03-02,11867380,411.0,415.4,389.5,394.5
2020-03-03,11121190,406.95,411.95,400.5,406.0
2020-03-04,9096600,403.0,416.55,399.2,415.95
2020-03-05,8606580,417.5,420.0,408.5,410.6
2020-03-06,12793490,406.0,406.95,391.05,392.95
2020-03-10,38328490,353.7,357.4,320.0,326.5
2020-03-11,20738020,332.9,334.4,310.95,314.05
2020-03-12,29246810,300.0,305.0,270.8,277.5
2020-03-13,44712980,261.2,288.65,261.2,266.25
2020-03-16,31025780,266.25,280.0,251.0,258.5
2020-03-17,19695180,260.5,268.0,246.25,249.15
2020-03-18,19316370,244.0,244.75,229.8,234.0
2020-03-19,37674540,237.0,268.65,230.05,264.4
2020-03-20,45411190,274.5,299.4,272.0,287.75
2020-03-23,35837260,275.0,276.45,265.15,274.0
2020-03-24,22742550,300.0,301.25,285.45,298.5
2020-03-25,36681020,304.5,319.75,287.75,304.75
2020-03-26,20497860,304.75,319.95,291.0,316.2
2020-03-27,13849010,315.9,322.0,296.3,302.8
2020-03-30,29933870,316.5,325.75,293.55,301.0
2020-03-31,25538920,305.1,319.75,304.0,314.35
2020-04-01,18359340,308.0,324.6,304.2,321.0
2020-04-02,38779550,335.0,354.3,324.65,340.5
2020-04-03,37269440,344.0,355.0,340.55,345.0
2020-04-06,18148920,348.0,352.0,340.25,343.0
2020-04-07,28546820,350.0,386.95,337.55,339.5
2020-04-08,14035290,337.0,342.95,335.7,341.5
2020-04-09,27112760,347.9,355.0,341.5,353.0
2020-04-10,12849240,350.0,350.05,342.15,344.0
2020-04-13,9852690,345.0,346.5,334.4,336.7
2020-04-14,13264460,339.15,342.0,327.4,330.95
2020-04-15,19859390,328.0,328.35,304.05,307.25
2020-04-16,21559360,308.85,314.9,296.25,305.75
2020-04-17,14666310,312.0,314.75,307.3,313.9
2020-04-20,12229610,310.5,314.5,307.8,307.9
2020-04-21,25247170,299.2,306.95,293.5,304.0
2020-04-22,25009860,299.1,329.1,299.1,321.95
2020-04-23,22987910,329.6,336.8,324.1,335.0
2020-04-24,16539600,334.7,334.7,322.5,324.0
2020-04-27,10276660,322.2,327.3,319.3,322.9
2020-04-28,17584700,320.5,331.3,318.0,325.1
2020-04-29,15369840,328.0,338.25,326.5,337.95
2020-04-30,17148520,343.25,346.45,330.3,335.65
2020-05-04,8831090,330.55,332.75,325.05,331.0
2020-05-05,13975500,337.0,343.55,334.0,342.5
2020-05-06,14591870,344.0,344.85,335.0,337.7
2020-05-07,12491770,337.15,344.55,336.75,343.8
2020-05-08,9550290,344.05,350.0,340.25,348.2
2020-05-12,11186970,347.8,355.7,345.2,351.65
2020-05-13,8913160,350.3,353.15,345.85,348.1
2020-05-14,8929200,346.0,349.95,344.55,348.5
2020-05-15,9514140,351.2,354.75,349.35,350.85
2020-05-18,19896670,357.5,375.95,355.65,374.4
2020-05-19,18944540,376.2,383.5,371.55,376.4
2020-05-20,14745420,374.0,384.45,373.25,378.9
2020-05-21,20892400,378.9,383.35,364.4,368.25
2020-05-22,13802870,359.7,365.9,358.1,365.5
2020-05-25,5287090,366.5,374.0,366.5,373.8
2020-05-26,10602650,377.8,380.9,374.4,375.6
2020-05-27,12194760,373.8,380.0,366.35,374.45
2020-05-28,7373100,376.8,378.2,372.5,376.4
2020-05-29,10712590,374.05,376.35,370.4,373.4
2020-06-01,8342370,380.0,387.0,376.35,379.15
2020-06-02,13076410,380.55,387.0,379.8,385.2
2020-06-03,13929180,390.2,397.6,388.4,396.5
2020-06-04,8822490,397.0,397.3,387.65,390.05
2020-06-05,11598780,394.5,402.0,393.0,401.05
2020-06-08,12647060,407.0,408.25,395.0,400.5
2020-06-09,10121950,403.0,403.9,394.3,402.0
2020-06-10,8811590,401.6,403.75,397.25,399.75
2020-06-11,15665520,382.9,382.9,370.5,374.5
2020-06-15,12122290,368.7,369.05,359.55,365.45
2020-06-16,9207610,372.15,376.8,370.25,373.15
2020-06-17,6434810,372.55,376.85,371.05,372.15
2020-06-18,5309220,371.7,374.5,369.25,374.0
2020-06-19,7039450,376.15,378.8,373.7,373.75
2020-06-22,5860910,374.55,379.0,370.5,375.45
2020-06-23,4257880,376.9,377.75,372.5,373.6
2020-06-25,9320050,366.95,372.0,362.2,371.2
2020-06-26,3593650,373.05,373.05,366.0,367.65
2020-06-29,4326180,365.5,367.45,361.7,365.5
2020-06-30,4138970,365.6,366.2,359.5,361.9
2020-07-02,3698320,364.05,367.8,362.5,366.05
2020-07-03,3345410,367.5,368.2,362.95,365.45
2020-07-06,5171010,367.6,373.65,367.0,369.0
2020-07-07,3427320,366.0,368.8,364.55,367.0
2020-07-08,2852700,366.0,366.8,362.75,364.9
2020-07-09,3948680,366.85,367.45,360.65,361.45
2020-07-10,4244590,361.05,364.5,356.8,362.45
2020-07-13,5009880,366.0,367.4,354.3,356.45
2020-07-14,7437920,355.95,355.95,349.05,353.55
2020-07-15,8347910,355.1,362.95,353.35,356.0
2020-07-16,2854850,357.0,361.45,355.85,359.8
2020-07-17,2152460,361.0,362.25,358.35,360.45
2020-07-20,3791780,359.35,361.65,355.9,360.9
2020-07-21,5282220,362.5,367.75,362.2,365.3
2020-07-22,3386370,364.0,366.8,362.2,363.0
2020-07-23,3228630,366.0,366.55,358.1,363.2
2020-07-24,4487370,358.2,360.7,357.4,358.35
2020-07-27,4490460,361.0,361.0,356.3,356.5
2020-07-28,4091640,358.95,359.3,355.0,356.4
2020-07-29,5483830,356.0,360.4,355.45,359.65
2020-07-30,5663350,359.05,359.6,352.6,354.0
2020-07-31,4021490,356.0,358.2,353.5,355.65
2020-08-03,3730310,356.0,358.35,355.25,356.9
2020-08-04,4723740,356.5,360.7,355.0,360.0
2020-08-05,7946580,361.0,365.6,359.0,364.95
2020-08-06,6136500,365.05,374.85,362.45,367.25
2020-08-07,4826180,367.8,370.5,365.2,366.5
2020-08-10,3341230,367.95,370.95,366.6,367.75
2020-08-11,6201990,369.0,371.85,366.7,370.7
2020-08-12,7432810,369.0,379.05,368.55,376.1
2020-08-13,10592250,379.0,389.7,376.0,388.25
2020-08-14,6088640,387.5,390.0,382.65,386.5
2020-08-17,6546720,389.5,393.1,383.2,387.2
2020-08-18,5600460,388.0,394.3,386.15,392.15
2020-08-19,3868960,392.4,393.25,385.4,388.8
2020-08-20,5242640,385.1,386.3,379.1,379.8
2020-08-21,4100350,382.05,386.2,377.6,382.3
2020-08-24,3243240,384.55,388.7,383.25,388.65
2020-08-25,5975530,389.5,393.45,386.7,392.8
2020-08-26,5660100,393.05,398.5,391.9,397.5
2020-08-27,3889140,397.95,399.0,388.3,389.65
2020-08-28,3497930,389.9,391.2,378.8,380.65
2020-08-31,7521510,382.0,385.0,371.25,373.2
2020-09-01,3558470,375.3,375.45,369.8,373.9
2020-09-02,4525330,374.15,377.5,367.3,371.5
2020-09-03,4804100,371.0,372.35,363.3,366.2
2020-09-04,5655120,365.75,372.8,365.0,372.5
2020-09-07,3419960,370.0,373.4,367.45,371.4
2020-09-08,5021740,370.15,372.65,364.5,367.9
2020-09-09,4596650,367.7,372.75,367.35,371.8
2020-09-10,4262650,372.05,373.0,365.65,366.9
2020-09-11,3236060,367.0,371.7,365.5,370.05
2020-09-14,3276980,372.0,376.9,370.65,374.45
2020-09-15,4048030,374.0,385.7,373.1,385.3
2020-09-16,4944730,386.05,389.9,381.8,385.75
2020-09-17,5337090,383.0,384.15,378.65,382.55
2020-09-18,4167400,382.9,384.0,374.5,376.5
2020-09-21,6772510,376.0,376.0,363.4,368.3
2020-09-22,4164420,367.7,375.7,366.75,374.8
2020-09-23,3812730,375.8,379.55,370.15,370.75
2020-09-24,3899530,373.2,379.0,369.15,376.7
2020-09-25,4445740,379.0,381.5,376.95,381.4
2020-09-28,3439130,382.35,386.45,380.45,385.9
2020-09-29,4544310,386.0,389.4,380.8,384.0
2020-09-30,3705240,382.95,387.95,381.7,383.0
2020-10-01,5605640,386.85,389.1,382.1,385.45
2020-10-02,5010190,383.5,384.2,378.1,380.45
2020-10-05,5735200,382.95,390.7,381.25,390.6
2020-10-06,4592340,392.0,395.7,389.85,390.2
2020-10-07,4112860,390.0,392.95,385.45,388.85
2020-10-08,4043080,390.0,394.2,386.1,392.5
2020-10-09,3073540,393.0,393.0,383.8,386.55
2020-10-12,4427040,386.1,387.15,382.7,384.15
2020-10-13,2537000,384.3,384.5,378.15,378.85
2020-10-14,3024710,379.0,385.95,376.4,385.4
2020-10-15,3617750,384.2,384.95,379.2,380.2
2020-10-16,3356910,378.75,384.35,377.95,382.95
2020-10-19,3105900,385.25,385.6,379.5,381.55
2020-10-20,2249100,380.1,385.5,380.0,384.6
2020-10-21,2373960,384.6,385.3,381.35,383.55
2020-10-22,2908960,382.9,384.85,380.0,381.8
2020-10-23,2407290,381.8,381.8,378.5,379.85
2020-10-26,2834990,376.8,378.0,373.6,374.55
2020-10-27,3056710,375.0,376.9,372.05,372.5
2020-10-28,9829480,371.85,371.85,350.5,350.9
2020-10-29,8015380,353.1,354.2,345.0,353.0
2020-10-30,5728580,349.0,352.35,343.6,349.8
2020-11-02,8455340,346.05,359.55,342.1,359.2
2020-11-03,8068840,360.0,376.8,358.35,374.0
2020-11-05,9371750,378.3,386.9,372.35,382.4
2020-11-06,6424710,380.25,384.7,378.15,382.35
2020-11-09,15986400,385.65,405.0,378.15,395.4
2020-11-10,11053520,395.4,418.85,392.25,414.55
2020-11-11,16144380,416.4,429.0,415.85,419.35
2020-11-12,7715290,418.0,419.65,410.55,412.3
2020-11-13,6389440,412.3,419.35,408.55,419.35
2020-11-16,12999200,425.0,435.45,415.65,430.95
2020-11-17,15122320,430.9,441.5,419.8,438.85
2020-11-18,19290660,438.0,460.0,436.25,452.9
2020-11-19,9551230,452.15,454.1,443.05,451.85
2020-11-20,13303290,450.5,465.0,446.15,464.8
2020-11-23,11212830,467.3,472.25,463.65,469.6
2020-11-24,8983210,472.5,474.9,462.3,472.2
2020-11-25,6846430,473.1,474.8,467.6,473.3
2020-11-26,5962140,473.3,473.8,463.8,464.75
2020-11-27,6127800,465.0,466.4,456.65,461.2
2020-11-30,9270330,457.0,458.0,444.6,449.5
2020-12-01,7844700,448.75,452.3,441.8,446.4
2020-12-02,6806570,445.55,451.8,439.3,448.75
2020-12-03,10753510,448.5,450.0,428.2,435.35
2020-12-04,8602710,439.8,447.3,437.0,444.8
2020-12-07,5019210,444.6,445.45,437.55,439.45
2020-12-08,7171410,437.7,438.1,426.7,432.75
2020-12-09,7638280,432.55,441.75,429.6,435.6
2020-12-10,8115030,434.9,452.15,434.5,450.9
2020-12-11,6779290,452.0,454.0,445.0,447.25
2020-12-14,10347360,449.95,459.4,438.6,441.8
2020-12-15,8233220,439.0,451.5,435.85,451.5
2020-12-16,9849100,452.0,456.4,437.5,444.4
2020-12-17,9232940,445.5,447.95,438.8,442.65
2020-12-18,8758690,441.0,443.95,438.9,440.65
2020-12-21,13037520,435.1,437.4,417.45,423.95
2020-12-22,7584660,419.0,435.45,417.75,430.7
2020-12-23,5243500,430.0,434.5,427.0,430.15
2020-12-24,3408170,431.2,438.0,429.2,436.35
2020-12-25,1041010,438.0,438.0,433.0,436.25
2020-12-28,2020880,436.25,439.95,434.35,435.65
2020-12-29,3303520,438.3,438.85,430.15,434.6
2020-12-30,5079580,436.45,438.45,433.4,435.1
2021-01-04,6405540,435.85,442.6,433.0,436.0
2021-01-05,6728320,436.0,450.7,433.3,449.35
2021-01-06,8230020,449.35,454.65,443.7,453.7
2021-01-08,12774820,465.1,481.0,463.8,478.2
2021-01-11,8794770,474.55,480.1,464.0,473.25
2021-01-12,7084430,475.0,479.2,466.25,474.4
2021-01-13,15295510,477.0,493.95,476.25,485.95
2021-01-14,15398010,485.0,505.65,484.05,505.0
2021-01-15,17894440,503.0,519.65,498.2,512.2
2021-01-18,10725300,509.95,519.0,505.25,516.5
2021-01-19,12521140,518.9,524.8,506.65,510.7
2021-01-20,4876400,510.7,514.7,507.55,510.65
2021-01-21,9254750,509.3,512.7,495.65,498.0
2021-01-22,8716870,495.0,495.0,485.0,494.25
2021-01-25,7535710,494.2,502.8,485.4,495.6
2021-01-26,4500790,492.15,498.25,488.1,493.95
2021-01-27,9582470,495.9,497.9,480.55,481.25
2021-01-28,6061580,479.85,485.65,475.0,483.4
2021-01-29,5555870,480.45,482.45,472.0,473.0
2021-02-01,6890680,475.1,478.9,469.5,478.35
2021-02-02,10412280,481.15,488.8,479.0,482.0
2021-02-03,7562080,487.75,494.2,482.15,489.95
2021-02-04,7944910,490.35,497.05,484.2,489.2
2021-02-05,7638670,492.45,496.75,490.35,493.95
2021-02-08,7754570,496.0,503.25,496.0,501.75
2021-02-09,6760660,503.8,505.0,492.4,494.8
2021-02-10,5609350,497.45,498.25,489.35,491.45
2021-02-11,6678120,490.25,501.7,488.15,496.8
2021-02-12,11948910,496.95,509.35,488.6,509.35
2021-02-15,8829940,513.0,522.45,508.2,521.45
2021-02-16,8710180,522.45,529.4,520.5,525.6
2021-02-17,11449940,525.0,528.15,505.7,515.15
2021-02-18,9701350,515.0,517.65,505.5,506.85
2021-02-19,7460830,506.0,515.15,504.0,512.75
2021-02-20,909650,512.55,514.0,509.05,513.15
2021-02-22,4533130,514.0,518.9,509.1,516.0
2021-02-24,6758820,511.7,518.7,511.15,518.25
2021-02-25,13384710,519.45,536.35,517.95,529.35
2021-02-26,10091350,525.65,533.2,520.45,523.35
2021-03-01,4875450,527.55,530.0,521.45,524.1
2021-03-02,4806100,519.5,529.85,518.85,526.0
2021-03-03,5961110,528.85,536.45,527.6,533.8
2021-03-04,12458160,535.1,549.7,533.2,540.1
2021-03-05,13678500,543.0,561.95,541.55,561.0
2021-03-09,14355410,559.0,581.45,556.0,570.6
2021-03-10,9582210,568.75,573.5,557.0,561.15
2021-03-11,9572920,563.05,572.0,563.05,572.0
2021-03-12,5964020,572.75,574.7,566.4,572.25
2021-03-15,9937060,573.15,580.75,572.0,576.4
2021-03-16,17701530,574.65,577.95,559.3,571.2
2021-03-17,15266980,570.0,574.1,551.25,555.85
2021-03-18,12381510,556.0,559.5,541.0,544.05
2021-03-19,9333040,543.0,560.95,541.6,560.3
2021-03-22,7504320,558.4,566.9,555.55,562.65
2021-03-23,8310320,560.2,573.45,556.55,565.1
2021-03-24,7812840,566.6,577.0,564.25,568.05
2021-03-25,6836330,568.65,574.7,566.45,574.65
2021-03-26,10241580,576.0,585.15,575.85,582.2
2021-03-29,8312720,579.95,584.25,572.0,575.3
2021-03-30,6153150,576.5,579.2,565.3,570.25
2021-03-31,9090060,571.15,574.95,567.1,572.6
2021-04-01,11609740,574.1,576.75,561.4,568.9
2021-04-02,1030470,568.9,569.9,565.6,566.65
2021-04-05,3143400,567.5,567.75,557.25,560.15
2021-04-06,5962740,562.25,563.15,545.45,547.55
2021-04-07,6156820,547.5,555.55,543.25,551.5
2021-04-08,4641120,549.9,554.8,545.15,549.3
2021-04-09,6280370,547.55,548.7,536.05,538.0
2021-04-12,6148360,535.0,541.35,532.5,540.15
2021-04-13,4894320,541.25,552.25,534.55,551.95
2021-04-14,5673330,556.0,556.1,546.25,552.1
2021-04-15,6292810,548.7,562.6,545.4,556.5
2021-04-16,4004590,560.1,561.4,549.2,555.05
2021-04-19,3372020,552.05,554.7,546.05,548.05
2021-04-20,5473430,549.9,553.9,537.5,541.05
2021-04-21,2816320,540.65,547.35,538.65,545.7
2021-04-22,5874370,547.0,547.0,536.6,541.6
2021-04-23,5103090,543.0,544.8,533.95,538.5
2021-04-26,5749850,537.1,537.85,527.5,530.6
2021-04-27,4251420,531.0,533.7,524.5,528.0
2021-04-28,4581390,529.0,529.75,522.1,527.95
2021-04-29,6335350,530.0,536.1,526.05,528.75
2021-04-30,5134830,528.0,529.7,521.55,525.2
2021-05-04,5110110,526.9,538.15,526.3,537.15
2021-05-05,6088920,540.0,546.8,537.05,538.65
2021-05-06,4536300,540.5,542.8,534.2,538.55
2021-05-07,3172170,540.0,541.65,533.25,536.2
2021-05-10,5096980,537.45,547.5,533.55,541.95
2021-05-11,5234470,540.0,541.6,528.6,532.0
2021-05-12,8518710,532.9,551.3,529.85,542.2
2021-05-13,6448240,540.5,552.0,539.5,550.0
2021-05-14,4101350,552.0,553.7,541.2,545.65
2021-05-17,3855920,546.95,546.95,535.9,545.55
2021-05-18,5984510,546.25,551.0,538.35,540.45
2021-05-19,4946560,539.7,539.7,526.35,529.5
2021-05-20,6586410,529.5,529.85,514.3,517.35
2021-05-21,5374100,516.8,528.55,515.3,525.55
2021-05-24,3164330,526.8,531.4,519.3,523.95
2021-05-25,3537160,525.5,530.45,523.2,524.35
2021-05-26,3751250,526.3,532.2,522.2,525.85
2021-05-27,4332820,523.0,525.2,519.8,525.2
2021-05-28,2880880,523.15,525.6,521.0,523.35
2021-05-31,2578580,525.9,531.65,524.0,531.4
2021-06-01,9957480,535.2,547.65,533.85,544.0
2021-06-02,8904690,545.95,552.45,541.6,552.0
2021-06-03,15173770,555.45,561.9,540.1,559.45
2021-06-04,8568190,560.5,563.25,554.05,556.45
2021-06-07,7112240,554.2,557.5,547.9,551.55
2021-06-08,8276890,551.0,552.25,544.6,550.25
2021-06-09,7307290,552.65,553.4,546.0,548.25
2021-06-10,13982910,548.25,551.7,535.65,539.6
2021-06-11,8149510,539.65,542.1,530.2,535.45
2021-06-14,4303320,531.6,541.85,530.7,537.6
2021-06-15,5533760,538.85,542.0,532.35,536.05
2021-06-16,6749920,537.65,545.75,536.45,541.25
2021-06-17,15043640,540.0,543.85,534.0,537.0
2021-06-18,11472730,537.5,543.4,526.75,541.0
2021-06-21,5190610,541.95,542.8,534.25,541.2
2021-06-22,7533880,543.0,553.2,542.05,551.85
2021-06-23,19205750,553.3,571.4,553.3,570.45
2021-06-24,15285040,570.4,572.9,565.05,565.95
2021-06-25,3783440,566.0,566.4,560.65,564.7
2021-06-28,7223850,564.7,564.95,553.05,555.0
2021-06-29,5994570,554.7,558.75,548.0,553.05
2021-06-30,14690150,554.9,571.8,551.7,571.2
2021-07-01,34228650,568.85,586.95,568.85,581.45
2021-07-02,13340700,580.1,585.9,562.85,567.0
2021-07-05,3914980,567.9,569.9,561.0,567.5
2021-07-06,20639390,570.0,580.55,565.35,571.0
2021-07-07,14465650,571.05,583.0,570.0,580.25
2021-07-08,13955330,579.0,582.0,572.65,581.1
2021-07-09,16854600,581.1,586.75,574.1,577.85
2021-07-12,4525370,577.0,579.4,570.5,579.0
2021-07-13,7725040,578.6,584.1,573.0,576.0
2021-07-14,15586600,576.0,582.95,568.8,569.0
2021-07-15,6020690,567.0,568.0,556.3,562.5
2021-07-16,4383120,560.6,570.4,556.85,563.45
2021-07-19,8438510,558.0,559.4,543.25,543.9
2021-07-20,5160450,547.5,550.6,536.7,547.5
2021-07-21,3754710,546.5,553.1,543.2,551.9
2021-07-22,3434370,553.0,556.25,549.35,553.65
2021-07-23,2498900,554.9,556.0,545.2,548.85
2021-07-26,3112580,546.0,552.9,540.2,552.7
2021-07-27,1969460,551.5,553.9,547.15,551.2
2021-07-28,2444740,551.0,555.7,550.5,554.25
2021-07-29,3636310,555.7,558.1,550.75,554.0
2021-07-30,5239520,552.4,554.8,539.55,544.5
2021-08-02,5239940,545.0,550.8,541.25,548.85
2021-08-03,3434570,547.7,551.0,542.2,551.0
2021-08-04,4382550,551.5,553.2,542.8,543.5
2021-08-05,5508910,542.5,548.7,538.15,548.0
2021-08-06,4443710,548.95,552.4,544.05,544.9
2021-08-09,7325750,539.6,548.0,535.25,545.0
2021-08-10,7900370,547.5,564.1,547.0,562.55
2021-08-11,4535120,564.0,568.4,558.85,561.8
2021-08-12,5489640,561.45,567.85,557.2,565.9
2021-08-13,4783880,565.4,568.7,555.0,558.55
2021-08-16,15439330,556.75,567.65,551.5,564.4
2021-08-17,9550930,562.95,563.0,552.9,555.0
2021-08-18,8539700,557.8,559.9,542.25,546.95
2021-08-19,11547530,544.0,547.75,531.45,537.8
2021-08-20,3354650,537.5,538.35,530.1,534.0
2021-08-23,3433260,538.0,545.45,536.1,544.85
2021-08-24,5427630,545.9,549.55,539.25,545.0
2021-08-25,4318590,544.5,545.75,536.55,538.5
2021-08-26,3984460,538.0,538.85,531.5,531.7
2021-08-27,3078520,533.5,538.2,533.1,537.8
2021-08-30,2558490,539.5,540.95,536.35,539.3
2021-08-31,5189550,540.0,540.4,531.55,533.6
2021-09-01,4956926,537.1,541.75,534.8,541.55
2021-09-02,10445139,542.05,556.2,538.1,550.7
2021-09-03,5483964,551.6,556.9,550.45,555.4
2021-09-06,3363696,554.95,557.15,548.2,550.7
2021-09-07,3483193,552.0,554.4,542.0,547.3
2021-09-08,7045304,547.5,559.0,541.5,555.9
2021-09-09,4385872,554.15,555.4,541.3,541.9
2021-09-10,2329724,545.0,549.2,540.2,543.3
2021-09-13,4596073,544.95,559.5,544.15,559.4
2021-09-14,7742281,560.0,563.5,554.1,557.25
2021-09-15,26552756,557.0,589.8,557.0,568.1
2021-09-16,17645321,562.0,584.3,562.0,576.45
2021-09-17,9406425,579.0,580.25,562.05,567.1
2021-09-20,8390039,560.0,562.6,548.0,552.5
2021-09-21,9046423,562.3,568.5,555.45,564.5
2021-09-22,13356364,568.3,588.9,567.0,586.0
2021-09-23,12921389,590.0,599.0,581.4,598.25
2021-09-24,12949695,598.9,618.0,590.5,614.0
2021-09-27,12981662,620.0,629.95,617.4,627.85
2021-09-28,18387624,632.35,639.9,613.5,617.85
2021-09-29,9102557,613.65,623.35,609.3,618.9
2021-09-30,10305447,624.0,626.85,610.1,614.35
2021-10-01,5790645,611.0,619.8,606.55,618.45
2021-10-04,46385511,618.45,637.0,602.75,631.7
2021-10-05,15648551,632.0,656.0,625.65,655.25
2021-10-06,16149419,660.85,663.35,631.6,646.0
2021-10-07,11235392,647.6,651.85,630.15,647.95
2021-10-08,8100391,633.65,640.0,630.1,631.0
2021-10-11,6910506,639.05,647.25,637.0,641.55
2021-10-12,4949977,637.5,643.2,633.1,638.65
2021-10-13,7486423,639.0,640.85,614.65,632.85
2021-10-14,10245939,638.0,650.0,635.2,640.45
2021-10-15,6751522,644.7,647.9,637.5,645.45
2021-10-18,5040328,646.75,647.65,637.7,639.25
2021-10-19,5666390,641.0,643.0,634.75,643.0
2021-10-20,5598282,639.65,644.7,633.5,643.7
2021-10-21,4594674,638.6,644.25,630.0,633.3
2021-10-22,3652778,630.15,640.45,630.15,634.5
2021-10-25,9397225,638.85,655.8,631.65,655.05
2021-10-26,8829531,655.45,665.7,649.3,650.8
2021-10-27,6337158,646.5,649.9,637.55,638.4
2021-10-28,8151001,637.75,642.0,622.35,641.25
2021-10-29,4389843,640.05,643.0,628.4,636.1
2021-11-01,3588960,637.3,643.25,633.0,641.9
2021-11-02,5482020,643.0,646.3,628.55,630.2
2021-11-03,5037076,627.1,627.95,615.45,619.75
2021-11-05,4556911,612.95,626.75,605.2,626.25
2021-11-08,5018395,633.05,636.5,628.35,631.7
2021-11-09,4362147,632.5,637.95,629.3,636.4
2021-11-10,5309324,638.0,642.5,627.0,629.8
2021-11-11,5635697,631.0,636.25,623.25,634.5
2021-11-12,7938082,633.6,637.4,611.4,619.2
2021-11-15,3983921,617.8,629.4,614.45,621.55
2021-11-16,3812878,625.1,629.45,617.0,621.35
2021-11-17,4422998,621.0,626.7,618.55,619.5
2021-11-18,4667408,618.05,621.95,610.25,614.1
2021-11-19,8020360,617.8,618.3,590.0,590.5
2021-11-22,12356068,589.75,593.05,572.25,581.0
2021-11-23,12193500,578.45,603.0,570.0,601.95
2021-11-24,5431688,604.3,605.0,586.2,597.3
2021-11-25,3088187,598.0,602.45,587.15,590.9
2021-11-26,9211044,578.55,578.55,555.0,555.15
2021-11-29,7689720,567.0,579.0,559.4,573.25
2021-11-30,10588357,565.0,573.25,557.0,566.1
2021-12-01,6597358,573.35,582.0,568.0,569.95
2021-12-02,10194348,571.95,583.7,567.2,582.0
2021-12-03,5534389,584.0,584.45,573.0,576.55
2021-12-06,3717596,580.0,582.0,568.6,575.55
2021-12-07,7751537,575.95,591.2,571.0,589.55
2021-12-08,8778029,591.0,595.15,569.0,574.95
2021-12-09,4300451,576.0,580.3,570.0,578.35
2021-12-10,2667983,578.4,579.45,570.05,572.1
2021-12-13,8616555,573.4,577.85,536.6,539.15
2021-12-14,9993857,538.7,557.95,503.15,550.85
2021-12-15,4992764,551.0,561.9,547.0,561.1
2021-12-16,7113498,564.0,579.65,561.95,573.0
2021-12-17,4598339,573.0,575.0,563.05,573.2
2021-12-20,3788720,567.7,569.0,555.45,567.55
2021-12-21,3340565,570.9,576.3,567.7,575.0
2021-12-22,5356645,574.95,582.2,570.55,579.7
2021-12-23,3636344,582.95,583.0,571.15,579.1
2021-12-24,2327283,578.9,579.75,564.15,572.05
2021-12-27,3257992,573.0,582.5,571.4,582.0
2021-12-28,5294675,581.2,599.1,581.2,596.2
2021-12-29,4516617,596.65,600.0,586.3,592.0
2022-01-03,3164034,599.9,614.35,598.8,610.95
2022-01-04,2374410,610.9,617.0,605.55,613.5
2022-01-05,4251726,612.2,616.2,582.8,590.3
2022-01-06,6599722,588.3,605.25,580.6,601.6
2022-01-10,5046737,604.0,609.55,595.1,602.0
2022-01-11,5415015,602.05,615.9,597.2,613.6
2022-01-12,7173824,615.0,630.6,609.25,627.7
2022-01-14,11067573,602.35,611.0,580.5,605.5
2022-01-17,10480018,605.0,614.0,578.05,592.55
2022-01-18,28062511,592.65,598.7,525.1,544.8
2022-01-19,19047499,537.0,575.4,523.1,566.9
2022-01-20,10198704,569.05,581.0,552.3,561.7
2022-01-21,12078365,556.5,579.2,553.0,564.8
2022-01-24,16390008,564.45,566.8,523.95,546.9
2022-01-25,15168633,545.0,556.0,522.7,548.4
2022-01-26,18080155,548.0,550.5,525.55,532.75
2022-01-27,16902498,530.0,578.0,526.1,563.2
2022-01-28,11505485,568.8,574.85,556.1,566.5
2022-01-31,7019548,568.0,579.9,566.25,576.95
2022-02-01,7303793,576.95,583.9,570.05,574.15
2022-02-02,4807338,576.0,580.25,568.9,575.7
2022-02-03,4483162,575.0,575.25,562.7,569.0
2022-02-04,23186423,570.35,606.75,561.2,572.0
2022-02-07,5984857,570.0,577.7,562.75,569.8
